流水號,課程名稱,授課老師,課程大綱
50264,臺灣商法導論,楊岳平,"|**課程資訊**        課程名稱| 臺灣商法導論  Introduction to Taiwan’s Commercial Law  |    開課學期| 108-1    授課對象| 法律學院  法律研究所    授課教師| [楊岳平](teacher.php?op=s2&td=A01219)    課號| LAW7624    課程識別碼| A21 M5160    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四3,4(10:20~12:10)    上課地點| 霖研六1703    備註| 本課程以英語授課。開放學士班學生選修。  限學士班三年級以上  總人數上限：30人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081LAW7624_Business>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=A21M&cou_code=A21M5160)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|This class will adopt a comparative approach to cover most of the major topicsof Taiwan's corporate laws and securities laws. Topics may include agencyproblems, corporate objectives, types of business organizations, incorporationand fund raising, internal governance, management liability, and M&As.;Students will be assigned several papers on a specific topic, and then applytheir understanding of this topic to Taiwan's related laws and regulations.    課程目標| This class aims to introduce students Taiwan's corporate and securities lawsfrom a comparative lens. For non-Taiwanese students, the goal of this class isto offer a basic understanding of Taiwan's corporate and securities laws fortheir reflection on their own jurisdiction's related laws. For Taiwanesestudents, the goal of this class is to facilitate the comparison of Taiwan'scorporate and securities laws with the world trend and to identify thespecialty of the former.    課程要求| 1\. There will be designated reading materials for each class. Depending onthe number of enrollees, each enrolled student may be assigned to make thepresentation for one to two topics (the ""presentation group"") and beresponsible for the class discussion on the other one to two topics (""thediscussion group"").  2\. The presentation group students will brief the designated readingmaterials of that week for no more than 15 minutes. The rest of the time willbe the class discussion led by the professor. All students participate in thediscussion, while students of the presentation group and discussion group areresponsible for further supplements.    Office Hours| 另約時間 備註： Thursday 1:30-3:20 pm in principle; other time can be permitted,subject to appointment.    參考書目| Reinier Kraakman et al., The Anatomy of Corporate Law: A Comparative andFunctional Approach (3rd ed., 2017)    指定閱讀|    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | Final Paper  |50%| Students can choose to either write a final paper in the format of journalpaper on a topic recommended by the professor or selected by the studenthimself/herself, or write a legal memo on the practical issues designed by theprofessor.    2. | Class Participation  |50%| The class will be conducted mainly in class discussion, and students areencouraged to actively participate in the discussion.      **課程進度**        週次|日期|單元主題    ||  無資料"
30110,專題研究,朱忠瀚,|**課程資訊**        課程名稱| 專題研究  Research Training  |    開課學期| 108-1    授課對象| 化學所化學組    授課教師| [朱忠瀚](teacher.php?op=s2&td=203157)    課號| Chem8000    課程識別碼| 223 D0020    班次| 48    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 限博士班 且 限本系所學生(含輔系、雙修生)  總人數上限：8人  課程大綱| 目前無該大綱資料！
14632,法理學,莊世同,"|**課程資訊**        課程名稱| 法理學  Jurisprudence  |    開課學期| 108-1    授課對象| 財法組    授課教師| [莊世同](teacher.php?op=s2&td=A01133)    課號| LAW2011    課程識別碼| A01 20130    班次| 02    學分| 2.0    全/半年| 半年    必/選修| 必修    上課時間| 星期二8,9(15:30~17:20)    上課地點|    備註| 開放外系學生於開學後加選。  限學士班二年級以上 且 限法律學院學生  總人數上限：100人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=A011&cou_code=A0120130)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程將以一學期的時間，介紹法理學（jurisprudence, philosophy of law, legaltheory）這門學科的主要爭議問題、重要理論學說、法律推理與解釋方法、以及其核心倫理議題。除導論外，本課程分為法概念論、法學方法論、法價值論三大部分來說明法理學的主要內容。法概念論主要介紹探討法律本質（thenature oflaw）的重要法理學理論，包括自然法傳統（古典思想與現代自然權利論）、法實證主義（英國分析實證主義與凱爾森純粹法學）、反法實證主義（德沃金的詮釋法學）、以及美國法唯實主義。法學方法論介紹歐陸與英美在這方面的理論發展，並概述法律適用及其解釋方法的相關問題。法價值論則探討守法義務與公民不服從、法治與民主、平等與正義三個重要的法價值論議題。本課程上課方式包括講授、上課討論、以及參與學術活動。    課程目標| 介紹法理學的主要爭議問題、重要理論學說、法律推理與解釋方法、以及其核心倫理議題，內容主要包括：法概念論、法學方法論、法價值論。    課程要求| 1\. 每週都有研讀材料；如有安排演講課也應出席。  2\. 評分：期中考50％、期末考50％ 。  3\. 期中考、期末考方式，另行公布。    Office Hours|    參考書目| 其他依各主題而定的研讀文獻。    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
54580,專題研究,張恆華,"|**課程資訊**        課程名稱| 專題研究  Special Topics  |    開課學期| 108-1    授課對象| 工程科學及海洋工程學系    授課教師| [張恆華](teacher.php?op=s2&td=505063)    課號| ESOE5001    課程識別碼| 525 U0010    班次| 39    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 生醫資訊與計算。限大三、大四修，最多計入畢業應修學分4學分。  總人數上限：10人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|selected topics in field of vibration and noise of structures    課程目標| fundamental study on the vibration of structures and its induced noise    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
96785,數學史,洪萬生,"|**課程資訊**        課程名稱| 數學史  History of Mathematics  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [洪萬生](teacher.php?op=s2&td=000001)    課號| TA10311663    課程識別碼| TAMAU0077    班次| 58    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期一8,9,10(15:30~18:20)    上課地點| 公館 系所自排    備註| 臺師大校際課程。課程性質：學士班。限修學制：大、碩、博  總人數上限：5人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=MAU0077&courseGroup;=&deptCode;=SU40&formS;=4&classes1;=&deptGroup;="
96208,數位媒體概論,蔣旭政,"|**課程資訊**        課程名稱| 數位媒體概論  Introduction to Digital Media  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [蔣旭政](teacher.php?op=s2&td=000001)    課號| TA10410178    課程識別碼| TAPGU1028    班次| 64    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三6,7,8(13:20~16:20)    上課地點| 本部 教404    備註| 臺師大校際課程。課程性質：學士班。臺大、臺科大限具備本學分學程學生資格者修習。；限修學制：大、碩、博  總人數上限：1人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=PGU1028&courseGroup;=&deptCode;=ZU9E&formS;=&classes1;=&deptGroup;="
49702,博士論文,楊志新,"|**課程資訊**        課程名稱| 博士論文  Dissertation (Ph.D.)  |    開課學期| 108-1    授課對象| 醫學院  腫瘤醫學研究所    授課教師| [楊志新](teacher.php?op=s2&td=453002)    課號| Onco8999    課程識別碼| 453 D0010    班次|    學分| 0.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 提學位口試之學期或未修其他課程時必選與楊泮池、鄭安理、葉坤輝、成佳憲、歐大諒、徐志宏、郭頌鑫、許 駿合授  總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=453D&cou_code=453D0010)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|腫瘤所博士班學生必修課程    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
06201,微積分乙上,翁秉仁,"|**課程資訊**        課程名稱| 微積分乙上  Calculus (general Mathematics) (b)(1)  |    開課學期| 108-1    授課對象| 農藝學系    授課教師| [翁秉仁](teacher.php?op=s2&td=201059)    課號| MATH1203    課程識別碼| 201 101B1    班次| 01    學分| 3.0    全/半年| 全年    必/選修| 必修    上課時間| 星期二1(8:10~9:00)星期四8,9,10(15:30~18:20)    上課地點| 普101普101    備註| 統一教學.大二以上限20人.四10為實習課.  限本系所學生(含輔系、雙修生)  總人數上限：110人  課程大綱| 目前無該大綱資料！"
12793,植醫實務研析,林乃君,"|**課程資訊**        課程名稱| 植醫實務研析  Case Study for Clinic Plant Science  |    開課學期| 108-1    授課對象| 生物資源暨農學院  植物醫學碩士學位學程    授課教師| [林乃君](teacher.php?op=s2&td=603069)    課號| MSPM5023    課程識別碼| 645 U1210    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 校外實習。上課時間及教室：請於選課前與授課老師聯絡，實習時間另訂。 與許如君合授  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=645M&cou_code=645U1210)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程針對臺灣作物重要疫病蟲害實例做探討，透過學生實地訪查，確認田間作物栽培及收成障礙，並會同相關領域老師（蟲害、病害、藥劑、植物營養及土壤科學）共同鑑定、處方及輔導農民正確用藥，提供農民專業植醫諮詢及綜合防治方法建議，提高作物農藥殘留檢驗合格率以改善食安問題，且可協助農民提升作物產量，增加實質收益。    課程目標| 本課程的目標包括：1. 使修習學生具備發現、診斷以及因應作物收成障礙之能力；2.配合具相關背景的教師，訓練修習學生提供專業且整合性的植醫照護，使學生具備管理第一線疫病蟲害之能力；3.透過實地案例研析，修習學生得以取得植物醫生之先導經驗，且因應未來農業走向，使其植醫相關知識能夠學以致用，並與其職業生涯無縫接軌。    課程要求| 修習的學生主動確認重要作物收成障礙，並定期參加討論會議，研擬作物整合管理計畫且實地執行。學生須主動、積極、對臺灣農業生態認同並同時具備植醫使命感。    Office Hours|    參考書目| (1) Gherbawy, Y., Mach, R. L., and Rai, M. 2008. Current advances inmolecular mycology. Nova Science Publishers. New York, USA.  (2) Webster, J., and Weber, R. 2007. Introduction to fungi. CambridgeUniversity Press, Cambridge.  (3) Handouts provided by instructors    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
34036,專題討論上,官彥州,"|**課程資訊**        課程名稱| 專題討論上  Seminar (1)  |    開課學期| 108-1    授課對象| 園藝暨景觀學系    授課教師| [官彥州](teacher.php?op=s2&td=608084)    課號| HORT4005    課程識別碼| 608 49101    班次| 02    學分| 1.0    全/半年| 全年    必/選修| 必修    上課時間| 星期一7,8,9(14:20~17:20)    上課地點|    備註| 作物群、利用群必修。上課教室：園藝R106。  限學士班四年級以上 且 限學號雙號  總人數上限：25人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=6080&cou_code=60849101)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|Students will be asked to choose a topic on horticulture, collect, read, andorganize literatures, write up abstract, oral present with media aid, controlreport time, ask and answer questions, write up report, and service.    課程目標| This course will train senior students to know the research trend of theworld. Students are asked to collect and organize references, dig outquestions, innovate ideas, write a report, oral present, answer questionsproperly, and obey to the rules. These abilities are required for bothadvanced study and job working.    課程要求| Present an oral and written report on horticulture related topics anddiscuss in classes.    Office Hours|    參考書目| Journals and books related on horticulture, plant science, food processing,  and biotechnology.    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
75359,網際網路地理資訊系統,郭巧玲,"|**課程資訊**        課程名稱| 網際網路地理資訊系統  Web Geographic Information System  |    開課學期| 108-1    授課對象| 理學院  地理環境資源學研究所    授課教師| [郭巧玲](teacher.php?op=s2&td=208079)    課號| Geog5115    課程識別碼| 228 U3290    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期五2,3,4(9:10~12:10)    上課地點| 地理電腦室    備註| 總人數上限：20人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|待補    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第1週| 9/14  | Introduction to WebGIS    第2週| 9/21  | Web programing- HTML & CSS    第3週| 9/28  | Web programing- JavaScript & jQuery    第4週| 10/05  | Web programing- JavaScript & jQuery    第5週| 10/12  | Web programing- JavaScript & jQuery    第6週| 10/19  | Web programing- PHP    第7週| 10/26  | Web programing- PHP    第8週| 11/02  | GIS data model & algorithm    第9週| 11/09  | GIS data model & algorithm    第10週| 11/16  | GIS data model & algorithm    第11週| 11/23  | GIS data model & algorithm    第12週| 11/30  | Spatial Database    第13週| 12/07  | Spatial Database    第14週| 12/14  | Web GIS API & OpenGIS    第15週| 12/21  | Web GIS API & OpenGIS    第16週| 12/28  | Web GIS API & OpenGIS    第17週| 1/04  | Final examination"
54801,生物藥學專題研究,許麗卿,"|**課程資訊**        課程名稱| 生物藥學專題研究  Special Topics in Biopharmaceutical Sciences  |    開課學期| 108-1    授課對象| 藥學系    授課教師| [許麗卿](teacher.php?op=s2&td=403052)    課號| PHARM3009    課程識別碼| 403 32800    班次| 03    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 暑期先修，三、四年級均可選修。需於期末繳交正式報告。  總人數上限：2人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=4030&cou_code=40332800)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|生物藥學專題研究    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
72588,碩士論文,梁文傑,"|**課程資訊**        課程名稱| 碩士論文  Thesis (M.S.)  |    開課學期| 108-1    授課對象| 理學院  化學所化學組    授課教師| [梁文傑](teacher.php?op=s2&td=203078)    課號| Chem7999    課程識別碼| 223 M0010    班次|    學分| 0.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 本學期欲畢業之碩士生須修習（化學組）。與各教師合開。  總人數上限：100人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=223M&cou_code=223M0010)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|見選課須知及學位考通知    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
35049,專題研究,徐宏民,|**課程資訊**        課程名稱| 專題研究  Special Research  |    開課學期| 108-1    授課對象| 資訊工程學系    授課教師| [徐宏民](teacher.php?op=s2&td=944015)    課號| CSIE3512    課程識別碼| 902 37000    班次| 56    學分| 2.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 初選不開放。  總人數上限：5人  課程大綱| 目前無該大綱資料！
57665,社區職能治療專題,毛慧芬,"|**課程資訊**        課程名稱| 社區職能治療專題  Topics in Community-based Practice of Occupational Therapy  |    開課學期| 108-1    授課對象| 醫學院  職能治療學研究所    授課教師| [毛慧芬](teacher.php?op=s2&td=409015)    課號| OT5039    課程識別碼| 429 U0410    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四2,3,4(9:10~12:10)    上課地點| 公職治422    備註| 限本系所學生(含輔系、雙修生) 且 限碩士班以上  總人數上限：10人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081OT5039_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=429D&cou_code=429U0410)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|近來健康照護專業發展趨勢逐漸由醫療模式走向社會模式，強調社會參與之健康概念，因此社區健康照護的服務需求大為提增。本課程以職能治療或相關健康照護專業之學生為對象，主要目的在於學生使瞭解各項老人或身心障礙社區職能治療服務與相關議題，包含體認社區服務對象的需求與感受，嘗試評析現有服務方案與情勢，並提出創新服務方案。本課程內容將包含社區介入之理論基礎，公共衛生觀點的社區發展理念，法規與制度，各類型社區服務方案的模式發展、執行、評估、及成效實證等。上課方式將由授課老師或邀請專精各主題之專家學者演講，並配合文獻閱讀、課堂討論、報告、期末方案分享等方式；另將安排各種老人及身心障礙社區服務方案之參訪，觀察或訪談個案，與經營者對談，以認識社區服務方案之執行運作，並依據課堂所學，提供方案之修正建議，並進一步能提出一服務對象或主題的需求，並藉由方案相關人的回饋，使學生能獲得印證，達到理論與實務結合之目的。    課程目標|目標為使學生瞭解社區職能治療與健康照護之從事理念與理論，認識現有法規制度，並對各類服務模式之執行面與成效評量具有認知及衡鑑的能力，進而具備初步擬定社區服務方案的能力。    課程要求| 1.期中中報告：理論架構報告，或 社區健康照護服務模式報告，選取一主題，蒐集相關近期文獻，瞭解各國實務與研究實證的發展與近況。口頭報告時間約15分鐘*。  2.期末報告：  針對一社區服務單位，進行三次實地訪視，最終提擬社區職能治療或相關服務方案，包含前期問題與需求評估、資料蒐集與分析，方案內容包含：背景描述、問題分析、服務對象、理論依據與文獻查證、計畫目標、實施方式與策略、成效評估方式等。口頭報告時間約20分鐘，書面報告於一星期內繳交。  3\. 期中參訪與期末反思報告    Office Hours|  備註： 1.期中報告(35%)：1) 理論架構報告＃，2)社區健康照護服務模式報告，選取一主題，蒐集相關近期文獻，瞭解各國實務與研究實證的發展與近況。口頭報告時間約15分鐘*。 2.期末報告 (40%)針對一社區服務單位，進行三次實地訪視，最終提擬社區職能治療或相關服務方案，包含前期問題與需求評估、資料蒐集與分析，方案內容包含：背景描述、問題分析、服務對象、理論依據與文獻查證、計畫目標、實施方式與策略、成效評估方式等。口頭報告時間約20分鐘，書面報告於一星期內繳交。3.期中與期末反思報告(15%) 4.Course participation (10%)    參考書目| All readings should be completed prior to coming to class.  1\. Scaffa M. & Reitz S. M. Occupational Therapy in Community-Based PracticeSettings 2nd Edition. Philadelphia: F.A. Davis, 2014.  2\. Bonder BR & Wagner MB. Functional Performance in Older Adults, 3nd Ed.Philadelphia: F.A. Davis, 2009.  3\. Irey J. A. Guidelines for occupational therapy practice in home health.Bethesda, MD: The American Occupational Therapy Association, 1995.  4\. 陳惠姿總校閱。長期照護實務(四版)。台北：永大書局，2015。  * Required journal articles and/or book chapters from the course instructor     指定閱讀| 待補    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第1週| 9/12  | Course Introduction Public Health, Community Health, andOccupational Therapy    第2週| 9/19  | Theoretical Frameworks for Community-Based Practice＃    第3週| 9/26  | Legislation and Policy Issues Program Planning and Need Assessment＃    第4週| 10/03  | Program Design, Implementation, and Evaluation＃    第5週| 10/10 (holiday 課程順延)  | Field Trip: Dementia Programs in Community (臺灣失智症協會)    第6週| 10/17  | Home health（居家及偏鄉服務據點）    第7週| 10/24  | Rehabilitation and Participation* (Home health/ Low VisionServices/ Independent Living Centers/ Technology and Environment Intervention)    第8週| 10/31  | Field Trip: Adult Day Care Program /Assistive Living Program（中山老人住宅暨服務中心）    第9週| 11/7  | Health Promotion and Wellness* ( Lifestyle Redesign Program/ OT inPrimary Care Settings)    第10週| 11/14  | Productive Aging*: Adult Day-Care Programs and Assistive LivingFacilities /Driving and community mobility/Fall Prevention    第11週| 11/21  | Field Trip:國立臺灣大學醫學院附設醫院北護分院長照複合型服務中心    第12週| 11/28  | Field Trip : Program development (1)    第13週| 12/5  | Field Trip: Program development (2)    第14週| 12/12  | Mental Health: Community-Based Mental Health Services (Ch. 19)    第15週| 12/19  | Field Trip: Community-Based Mental Health Services    第16週| 12/26  | Field Trip: Program development (3)    第17週| 1/2  | Final Report    第18週| 1/9  | Final Report"
67154,全球糧食安全進階班,李財坤,"|**課程資訊**        課程名稱| 全球糧食安全進階班  Advanced Course on Global Food Security  |    開課學期| 108-1    授課對象| 醫學院  國際三校農業生技與健康醫療碩士學位學程    授課教師| [李財坤](teacher.php?op=s2&td=445019)    課號| Gipntu7015    課程識別碼| 459 M0160    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 本課程以英語授課。上課地點：日本筑波大學  限本系所學生(含輔系、雙修生)  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=459M&cou_code=459M0160)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|This course focus on Food security researches among the topics of Food andHealth. Food security research has to be accelerated against global foodcrisis, which is going to be serious issue in near future. We provide advancedresearch topics and cutting-edge techniques for global food security research.Supervisor of each student will provide advanced research topics of specificresearch field related to the global food security. Students will be evaluatedby report and review.    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
86775,沿岸海洋學,温良碩,"|**課程資訊**        課程名稱| 沿岸海洋學  Shelf and Coastal Oceanography  |    開課學期| 108-1    授課對象| 學程  海洋科學學程    授課教師| [温良碩](teacher.php?op=s2&td=241048)    課號| Ocean7134    課程識別碼| 241 M3420    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四8,9(15:30~17:20)    上課地點| 海研115    備註| 總人數上限：25人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081Ocean7134_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=241M&cou_code=241M3420)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|The focus of this class is the study of biological, chemical, physical, andgeological structure and function of coastal systems; emphasis on importantcoastal habitats and processes    I. Introduction. Definition of coastal and shelf regions.    II. Ocean Dynamic: Forces and currents    III. Properties and Balances.    IV. Geochemistry    V. Nutrient cycles    VI. Producers and consumers    VII. Ecosystems & Effects    課程目標| A coastal area is a region between continental shelf break to the landshore. More than half the human population lives within 100 km of coast.Freshwater from river and surface runoffs, also the land derived materialssuch as nutrients and trace elements have great influence on the coastal seas.About 70% of global fish resources spend part of their life cycle in thisarea, which accounts for 90% of total marine biomass. Chemical reactionsoccurred rapidly between substances from the land and from the ocean. As ofphysics, a coastal sea acts as a boundary layer and kinetic energy is activelyexchanged. Because the physical, chemical and biological processes relate tothe material transport in the sea, it can be said the coastal oceanography isa genuinely interdisciplinary study. This course clarifies the quantitativematerial transport processes in the shelf and coastal ocean    課程要求|    Office Hours|    參考書目| Biogeochemistry of Estuaries (Thomas Bianchi), Oxford, ISBN 0-19-516082-7    Treatise on Estuarine & Coastal science (Eric Wolanski & Donald McLusky),Elsevier Inc. ISBN 978-0-08-087885-0    指定閱讀| 待補    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | Midterm Exam/Report  |40%|    2. | Final Exam/Report  |40%|    3. | Attendance  |20%|      **課程進度**        週次|日期|單元主題    ||    第1週| 9/12  | Scheduling & Introduction    第2週| 9/19  | Measurements & Exploration Techniques    第3週| 9/26  | Definition and Classification    第4週| 10/03  | Principle Forces    第5週| 10/10  | Coastal Currents    第6週| 10/17  | Physical Properties, Gradients and Salt Balance    第7週| 10/24  | Dissolved Gases    第8週| 10/31  | Sources and Distribution of Sediments    第9週| 11/07  | Midterm Exam/Report    第10週| 11/14  | Geochemistry & Isotopes    第11週| 11/21  | Organic Matter Cycling & Characterization    第12週| 11/28  | Phosphorous & Nitrogen Cycles    第13週| 12/05  | Sedimentary & Redox Cycles    第14週| 12/12  | Primary Producers & Consumers    第15週| 12/19  | Coastal Ecosystems    第16週| 12/26  | Anthropogenic Effects    第17週| 1/02  | Ecology & Economics"
62009,國際生華語 (一),李芳蓓,"|**課程資訊**        課程名稱| 國際生華語 (一)  General Chinese Language Course (I)  |    開課學期| 108-1    授課對象| 華語教學碩士學位學程    授課教師| [李芳蓓](teacher.php?op=s2&td=146056)    課號| PTCSL7908    課程識別碼| 146 U9080    班次| 27    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二A,B,C(18:25~21:05)星期四A,B,C(18:25~21:05)    上課地點| 普406普406    備註| 初選不開放。  限國際學生  總人數上限：25人  課程大綱| 目前無該大綱資料！"
19394,專題研究,林頌然,"|**課程資訊**        課程名稱| 專題研究  Seminar  |    開課學期| 108-1    授課對象| 醫學工程學研究所    授課教師| [林頌然](teacher.php?op=s2&td=508011)    課號| DBME7002    課程識別碼| 528 M0040    班次| 15    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 本課程中文授課,使用英文教科書。  總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=528M&cou_code=528M0040)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|此課程在於讓修習的學生增加閱讀專業期刊的能力，培養撰寫論文及報告的能力，增進同學間的互動交流。    課程目標| 培養發表論文於國際期刊之能力    課程要求| 口頭進度報告    Office Hours|    參考書目| 英文期刊    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第2週| 09/12  | Counter-rotational cell flows drive morphological and cell fateasymmetries in mammalian hair follicles 核心能力: 1. 品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3.具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第3週| 09/19  | Homeostatic Epidermal Stem Cell Self-Renewal Is Driven by LocalDifferentiation 核心能力: 1. 品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3.具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第4週| 09/26  | Positional Stability and Membrane Occupancy Define Skin FibroblastHomeostasis In Vivo 核心能力: 1. 品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3.具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第5週| 10/03  | Flexible fate determination ensures robust differentiation in thehair follicle 核心能力: 1. 品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3.具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第6週| 10/10  | HOLIDAY    第7週| 10/17  | Hair follicle epidermal stem cells define a niche for tactilesensation 核心能力: 1. 品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3.具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第8週| 10/24  | Single-Cell Transcriptomics of Traced Epidermal and Hair FollicleStem Cells Reveals Rapid Adaptations during Wound Healing 核心能力: 1. 品格與道德的實踐 2.具備獨立思考與創新能力的養成 3. 具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第9週| 10/31  | Olfactory receptor OR2AT4 regulates human hair growth 核心能力: 1.品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3. 具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能    第10週| 11/07  | Caspase-3 Regulates YAP-Dependent Cell Proliferation and Organ Size核心能力: 1. 品格與道德的實踐 2. 具備獨立思考與創新能力的養成 3. 具備學識傳承、工程科技、臨床醫學、生命科學與知識管理的跨領域專業技能"
